geography_code,date,Median (£)
E09000029,Dec 1995,67000.0
E09000030,Dec 1995,67500.0
E09000031,Dec 1995,55000.0
E09000032,Dec 1995,85500.0
E09000033,Dec 1995,127500.0
E06000035,Dec 1995,46000.0
E06000036,Dec 1995,75000.0
E06000037,Dec 1995,75000.0
E06000038,Dec 1995,56950.0
E06000039,Dec 1995,55500.0
E06000040,Dec 1995,94950.0
E06000041,Dec 1995,85950.0
E06000042,Dec 1995,52995.0
E06000043,Dec 1995,52000.0
E06000044,Dec 1995,47500.0
E06000045,Dec 1995,48350.0
E06000046,Dec 1995,47500.0
E06000060,Dec 1995,85000.0
E07000061,Dec 1995,50000.0
E07000062,Dec 1995,41000.0
E07000063,Dec 1995,60000.0
E07000064,Dec 1995,60000.0
E07000065,Dec 1995,70000.0
E07000084,Dec 1995,67500.0
E07000085,Dec 1995,76997.5
E07000086,Dec 1995,60000.0
E07000087,Dec 1995,66000.0
E07000088,Dec 1995,48000.0
E07000089,Dec 1995,85500.0
E07000090,Dec 1995,57000.0
E07000091,Dec 1995,69950.0
E07000092,Dec 1995,62950.0
E07000093,Dec 1995,71000.0
E07000094,Dec 1995,86500.0
E07000105,Dec 1995,59995.0
E07000106,Dec 1995,56000.0
E07000107,Dec 1995,59250.0
E07000108,Dec 1995,50000.0
E07000109,Dec 1995,57950.0
E07000110,Dec 1995,65000.0
E07000111,Dec 1995,80000.0
E07000112,Dec 1995,50000.0
E07000113,Dec 1995,47500.0
E07000114,Dec 1995,45750.0
E07000115,Dec 1995,69950.0
E07000116,Dec 1995,73500.0
E07000177,Dec 1995,60000.0
E07000178,Dec 1995,74000.0
E07000179,Dec 1995,78000.0
E07000180,Dec 1995,72725.0
E07000181,Dec 1995,72500.0
E07000207,Dec 1995,108000.0
E07000208,Dec 1995,90500.0
E07000209,Dec 1995,83000.0
E07000210,Dec 1995,101500.0
E07000211,Dec 1995,80000.0
E07000212,Dec 1995,84000.0
E07000213,Dec 1995,80000.0
E07000214,Dec 1995,89000.0
E07000215,Dec 1995,85000.0
E07000216,Dec 1995,89000.0
E07000217,Dec 1995,75975.0
E07000223,Dec 1995,53000.0
E07000224,Dec 1995,58000.0
E07000225,Dec 1995,74972.5
E07000226,Dec 1995,59000.0
E07000227,Dec 1995,80500.0
E07000228,Dec 1995,73000.0
E07000229,Dec 1995,52500.0
E06000022,Dec 1995,62725.0
E06000023,Dec 1995,47500.0
E06000024,Dec 1995,57000.0
E06000025,Dec 1995,55950.0
E06000026,Dec 1995,44950.0
E06000027,Dec 1995,51000.0
E06000030,Dec 1995,53000.0
E06000052,Dec 1995,49000.0
E06000053,Dec 1995,119750.0
E06000054,Dec 1995,62000.0
E06000058,Dec 1995,58000.0
E06000059,Dec 1995,63500.0
E07000040,Dec 1995,59950.0
E07000041,Dec 1995,52500.0
E07000042,Dec 1995,55000.0
E07000043,Dec 1995,53500.0
E07000044,Dec 1995,64500.0
E07000045,Dec 1995,56500.0
E07000046,Dec 1995,48500.0
E07000047,Dec 1995,55000.0
E07000078,Dec 1995,57000.0
E07000079,Dec 1995,78000.0
E07000080,Dec 1995,50000.0
E07000081,Dec 1995,46500.0
E07000082,Dec 1995,58000.0
E07000083,Dec 1995,59950.0
E07000187,Dec 1995,53000.0
E07000188,Dec 1995,51000.0
E07000189,Dec 1995,51000.0
E07000246,Dec 1995,55000.0
W06000001,Dec 1995,45000.0
W06000002,Dec 1995,40500.0
W06000003,Dec 1995,44500.0
W06000004,Dec 1995,44000.0
W06000005,Dec 1995,45000.0
W06000006,Dec 1995,45000.0
W06000008,Dec 1995,49250.0
W06000009,Dec 1995,45000.0
W06000010,Dec 1995,39500.0
W06000011,Dec 1995,45000.0
W06000012,Dec 1995,37375.0
W06000013,Dec 1995,44000.0
W06000014,Dec 1995,53950.0
W06000015,Dec 1995,50000.0
W06000016,Dec 1995,36000.0
W06000018,Dec 1995,38000.0
W06000019,Dec 1995,29000.0
W06000020,Dec 1995,39000.0
W06000021,Dec 1995,58500.0
W06000022,Dec 1995,45000.0
W06000023,Dec 1995,48000.0
W06000024,Dec 1995,32000.0
E06000001,Mar 1996,37500.0
E06000002,Mar 1996,41500.0
E06000003,Mar 1996,42500.0
E06000004,Mar 1996,46000.0
E06000005,Mar 1996,43000.0
E06000047,Mar 1996,39500.0
E06000057,Mar 1996,47000.0
E08000021,Mar 1996,46000.0
E08000022,Mar 1996,45450.0
E08000023,Mar 1996,41000.0
E08000024,Mar 1996,38500.0
E08000037,Mar 1996,39500.0
E06000006,Mar 1996,43000.0
E06000007,Mar 1996,53750.0
E06000008,Mar 1996,33950.0
E06000009,Mar 1996,40000.0
E06000049,Mar 1996,59950.0
E06000050,Mar 1996,56475.0
E07000026,Mar 1996,46000.0
E07000027,Mar 1996,30000.0
E07000028,Mar 1996,44000.0
E07000029,Mar 1996,39000.0
E07000030,Mar 1996,53000.0
E07000031,Mar 1996,59500.0
E07000117,Mar 1996,31000.0
E07000118,Mar 1996,45950.0
E07000119,Mar 1996,53250.0
E07000120,Mar 1996,30000.0
E07000121,Mar 1996,45000.0
E07000122,Mar 1996,30000.0
E07000123,Mar 1996,45000.0
E07000124,Mar 1996,57000.0
E07000125,Mar 1996,38000.0
E07000126,Mar 1996,49000.0
E07000127,Mar 1996,53500.0
E07000128,Mar 1996,50000.0
E08000001,Mar 1996,38500.0
E08000002,Mar 1996,44100.0
E08000003,Mar 1996,36000.0
E08000004,Mar 1996,39950.0
E08000005,Mar 1996,39950.0
E08000006,Mar 1996,41000.0
E08000007,Mar 1996,54000.0
E08000008,Mar 1996,39000.0
E08000009,Mar 1996,58000.0
E08000010,Mar 1996,41500.0
E08000011,Mar 1996,46000.0
E08000012,Mar 1996,38500.0
E08000013,Mar 1996,43950.0
E08000014,Mar 1996,50000.0
E08000015,Mar 1996,44000.0
E06000010,Mar 1996,34000.0
E06000011,Mar 1996,52000.0
E06000012,Mar 1996,36850.0
E06000013,Mar 1996,40250.0
E06000014,Mar 1996,55500.0
E07000163,Mar 1996,55000.0
E07000164,Mar 1996,63750.0
E07000165,Mar 1996,63000.0
E07000166,Mar 1996,59995.0
E07000167,Mar 1996,57500.0
E07000168,Mar 1996,49950.0
E07000169,Mar 1996,52850.0
E08000016,Mar 1996,38950.0
E08000017,Mar 1996,39150.0
E08000018,Mar 1996,42000.0
E08000019,Mar 1996,43000.0
E08000032,Mar 1996,41950.0
E08000033,Mar 1996,41000.0
E08000034,Mar 1996,43950.0
E08000035,Mar 1996,49000.0
E08000036,Mar 1996,45000.0
E06000015,Mar 1996,41000.0
E06000016,Mar 1996,39000.0
E06000017,Mar 1996,70000.0
E06000018,Mar 1996,38450.0
E07000032,Mar 1996,42000.0
E07000033,Mar 1996,37000.0
E07000034,Mar 1996,41000.0
E07000035,Mar 1996,63000.0
E07000036,Mar 1996,42500.0
E07000037,Mar 1996,52000.0
E07000038,Mar 1996,47500.0
E07000039,Mar 1996,47500.0
E07000129,Mar 1996,52000.0
E07000130,Mar 1996,52000.0
E07000131,Mar 1996,59500.0
E07000132,Mar 1996,48000.0
E07000133,Mar 1996,52000.0
E07000134,Mar 1996,49000.0
E07000135,Mar 1996,50750.0
E07000136,Mar 1996,39950.0
E07000137,Mar 1996,43000.0
E07000138,Mar 1996,38000.0
E07000139,Mar 1996,48000.0
E07000140,Mar 1996,44500.0
E07000141,Mar 1996,51000.0
E07000142,Mar 1996,46000.0
E06000061,Mar 1996,41000.0
E06000062,Mar 1996,51000.0
E07000170,Mar 1996,38000.0
E07000171,Mar 1996,41500.0
E07000172,Mar 1996,47000.0
E07000173,Mar 1996,47365.0
E07000174,Mar 1996,36000.0
E07000175,Mar 1996,45000.0
E07000176,Mar 1996,64950.0
E06000019,Mar 1996,57000.0
E06000020,Mar 1996,45000.0
E06000021,Mar 1996,32000.0
E06000051,Mar 1996,54000.0
E07000192,Mar 1996,44500.0
E07000193,Mar 1996,44000.0
E07000194,Mar 1996,59972.5
E07000195,Mar 1996,42500.0
E07000196,Mar 1996,59500.0
E07000197,Mar 1996,55000.0
E07000198,Mar 1996,47000.0
E07000199,Mar 1996,49500.0
E07000218,Mar 1996,53000.0
E07000219,Mar 1996,44500.0
E07000220,Mar 1996,47500.0
E07000221,Mar 1996,74000.0
E07000222,Mar 1996,64000.0
E07000234,Mar 1996,70500.0
E07000235,Mar 1996,66000.0
E07000236,Mar 1996,52500.0
E07000237,Mar 1996,50995.0
E07000238,Mar 1996,63000.0
E07000239,Mar 1996,52000.0
E08000025,Mar 1996,45000.0
E08000026,Mar 1996,41500.0
E08000027,Mar 1996,48950.0
E08000028,Mar 1996,42000.0
E08000029,Mar 1996,70500.0
E08000030,Mar 1996,46000.0
E08000031,Mar 1996,42500.0
E06000031,Mar 1996,41850.0
E06000032,Mar 1996,44000.0
E06000033,Mar 1996,46500.0
E06000034,Mar 1996,50000.0
E06000055,Mar 1996,53995.0
E06000056,Mar 1996,58000.0
E07000008,Mar 1996,72000.0
E07000009,Mar 1996,59950.0
E07000010,Mar 1996,41000.0
E07000011,Mar 1996,58000.0
E07000012,Mar 1996,75700.0
E07000066,Mar 1996,58000.0
E07000067,Mar 1996,55500.0
E07000068,Mar 1996,78750.0
E07000069,Mar 1996,56500.0
E07000070,Mar 1996,59000.0
E07000071,Mar 1996,53250.0
E07000072,Mar 1996,80000.0
E07000073,Mar 1996,58500.0
E07000074,Mar 1996,60000.0
E07000075,Mar 1996,60000.0
E07000076,Mar 1996,46500.0
E07000077,Mar 1996,81725.0
E07000095,Mar 1996,69000.0
E07000096,Mar 1996,73375.0
E07000098,Mar 1996,81500.0
E07000099,Mar 1996,65000.0
E07000102,Mar 1996,87500.0
E07000103,Mar 1996,60000.0
E07000143,Mar 1996,47000.0
E07000144,Mar 1996,54500.0
E07000145,Mar 1996,41000.0
E07000146,Mar 1996,45000.0
E07000147,Mar 1996,51000.0
E07000148,Mar 1996,39950.0
E07000149,Mar 1996,52750.0
E07000200,Mar 1996,56000.0
E07000202,Mar 1996,42000.0
E07000203,Mar 1996,55500.0
E07000240,Mar 1996,90000.0
E07000241,Mar 1996,71000.0
E07000242,Mar 1996,75000.0
E07000243,Mar 1996,53000.0
E07000244,Mar 1996,51000.0
E07000245,Mar 1996,53250.0
E09000001,Mar 1996,112500.0
E09000002,Mar 1996,49995.0
E09000003,Mar 1996,85000.0
E09000004,Mar 1996,62000.0
E09000005,Mar 1996,69000.0
E09000006,Mar 1996,77000.0
E09000007,Mar 1996,112000.0
E09000008,Mar 1996,60000.0
E09000009,Mar 1996,75000.0
E09000010,Mar 1996,65000.0
E09000011,Mar 1996,60000.0
E09000012,Mar 1996,64000.0
E09000013,Mar 1996,112500.0
E09000014,Mar 1996,67000.0
E09000015,Mar 1996,80000.0
E09000016,Mar 1996,66995.0
E09000017,Mar 1996,71000.0
E09000018,Mar 1996,73000.0
E09000019,Mar 1996,95000.0
E09000020,Mar 1996,175000.0
E09000021,Mar 1996,82500.0
E09000022,Mar 1996,67000.0
E09000023,Mar 1996,56000.0
E09000024,Mar 1996,75000.0
E09000025,Mar 1996,47000.0
E09000026,Mar 1996,67125.0
E09000027,Mar 1996,110000.0
E09000028,Mar 1996,70000.0
E09000029,Mar 1996,66500.0
E09000030,Mar 1996,67500.0
E09000031,Mar 1996,55000.0
E09000032,Mar 1996,87000.0
E09000033,Mar 1996,128000.0
E06000035,Mar 1996,46500.0
E06000036,Mar 1996,75950.0
E06000037,Mar 1996,75000.0
E06000038,Mar 1996,56750.0
E06000039,Mar 1996,55000.0
E06000040,Mar 1996,95000.0
E06000041,Mar 1996,85500.0
E06000042,Mar 1996,53000.0
E06000043,Mar 1996,52250.0
E06000044,Mar 1996,47000.0
E06000045,Mar 1996,48500.0
E06000046,Mar 1996,47500.0
E06000060,Mar 1996,84500.0
E07000061,Mar 1996,50000.0
E07000062,Mar 1996,41000.0
E07000063,Mar 1996,60000.0
E07000064,Mar 1996,60000.0
E07000065,Mar 1996,70000.0
E07000084,Mar 1996,67500.0
E07000085,Mar 1996,77500.0
E07000086,Mar 1996,60000.0
E07000087,Mar 1996,65500.0
E07000088,Mar 1996,48000.0
E07000089,Mar 1996,86500.0
E07000090,Mar 1996,57950.0
E07000091,Mar 1996,71000.0
E07000092,Mar 1996,62950.0
E07000093,Mar 1996,71975.0
E07000094,Mar 1996,86125.0
E07000105,Mar 1996,62625.0
E07000106,Mar 1996,56000.0
E07000107,Mar 1996,59000.0
E07000108,Mar 1996,50000.0
E07000109,Mar 1996,58000.0
E07000110,Mar 1996,64000.0
E07000111,Mar 1996,80000.0
E07000112,Mar 1996,50500.0
E07000113,Mar 1996,48000.0
E07000114,Mar 1996,45000.0
E07000115,Mar 1996,70000.0
E07000116,Mar 1996,73500.0
E07000177,Mar 1996,60000.0
E07000178,Mar 1996,74500.0
E07000179,Mar 1996,79000.0
E07000180,Mar 1996,72000.0
E07000181,Mar 1996,74000.0
E07000207,Mar 1996,108000.0
E07000208,Mar 1996,90250.0
E07000209,Mar 1996,84000.0
E07000210,Mar 1996,105000.0
E07000211,Mar 1996,79000.0
E07000212,Mar 1996,84000.0
E07000213,Mar 1996,80350.0
E07000214,Mar 1996,89950.0
E07000215,Mar 1996,86000.0
E07000216,Mar 1996,90000.0
E07000217,Mar 1996,76000.0
E07000223,Mar 1996,53000.0
E07000224,Mar 1996,58000.0
E07000225,Mar 1996,75000.0
E07000226,Mar 1996,59625.0
E07000227,Mar 1996,80000.0
E07000228,Mar 1996,73000.0
E07000229,Mar 1996,52200.0
E06000022,Mar 1996,63000.0
E06000023,Mar 1996,47500.0
E06000024,Mar 1996,57000.0
E06000025,Mar 1996,56000.0
E06000026,Mar 1996,44000.0
E06000027,Mar 1996,51000.0
E06000030,Mar 1996,52950.0
E06000052,Mar 1996,49000.0
E06000053,Mar 1996,132250.0
E06000054,Mar 1996,62000.0
E06000058,Mar 1996,58000.0
E06000059,Mar 1996,63500.0
E07000040,Mar 1996,59950.0
E07000041,Mar 1996,52325.0
E07000042,Mar 1996,55000.0
E07000043,Mar 1996,52375.0
E07000044,Mar 1996,65000.0
E07000045,Mar 1996,56000.0
E07000046,Mar 1996,48000.0
E07000047,Mar 1996,56000.0
E07000078,Mar 1996,57000.0
E07000079,Mar 1996,77500.0
E07000080,Mar 1996,50975.0
E07000081,Mar 1996,47000.0
E07000082,Mar 1996,57500.0
E07000083,Mar 1996,60000.0
E07000187,Mar 1996,53000.0
E07000188,Mar 1996,51500.0
E07000189,Mar 1996,51500.0
E07000246,Mar 1996,55500.0
W06000001,Mar 1996,45000.0
W06000002,Mar 1996,40000.0
W06000003,Mar 1996,45500.0
W06000004,Mar 1996,43950.0
W06000005,Mar 1996,45000.0
W06000006,Mar 1996,45000.0
W06000008,Mar 1996,49500.0
W06000009,Mar 1996,45000.0
W06000010,Mar 1996,39000.0
W06000011,Mar 1996,45000.0
W06000012,Mar 1996,37500.0
W06000013,Mar 1996,44000.0
W06000014,Mar 1996,54500.0
W06000015,Mar 1996,50000.0
W06000016,Mar 1996,36000.0
W06000018,Mar 1996,38000.0
W06000019,Mar 1996,30000.0
W06000020,Mar 1996,39125.0
W06000021,Mar 1996,57775.0
W06000022,Mar 1996,45000.0
W06000023,Mar 1996,48500.0
W06000024,Mar 1996,32500.0
E06000001,Jun 1996,38500.0
E06000002,Jun 1996,42000.0
E06000003,Jun 1996,43563.0
E06000004,Jun 1996,46950.0
E06000005,Jun 1996,44000.0
E06000047,Jun 1996,39950.0
E06000057,Jun 1996,47499.0
E08000021,Jun 1996,46000.0
E08000022,Jun 1996,45500.0
E08000023,Jun 1996,41500.0
E08000024,Jun 1996,39000.0
E08000037,Jun 1996,39950.0
E06000006,Jun 1996,44000.0
E06000007,Jun 1996,53475.0
E06000008,Jun 1996,33500.0
E06000009,Jun 1996,40000.0
E06000049,Jun 1996,59500.0
E06000050,Jun 1996,57000.0
E07000026,Jun 1996,45000.0
E07000027,Jun 1996,30000.0
E07000028,Jun 1996,43626.0
E07000029,Jun 1996,37950.0
E07000030,Jun 1996,53000.0
E07000031,Jun 1996,60000.0
E07000117,Jun 1996,30000.0
E07000118,Jun 1996,47000.0
E07000119,Jun 1996,54000.0
E07000120,Jun 1996,30500.0
E07000121,Jun 1996,45000.0
E07000122,Jun 1996,30000.0
E07000123,Jun 1996,45000.0
E07000124,Jun 1996,57997.5
E07000125,Jun 1996,38000.0
E07000126,Jun 1996,49250.0
E07000127,Jun 1996,54000.0
E07000128,Jun 1996,50000.0
E08000001,Jun 1996,38000.0
E08000002,Jun 1996,44114.0
E08000003,Jun 1996,36000.0
E08000004,Jun 1996,39995.0
E08000005,Jun 1996,39500.0
E08000006,Jun 1996,41000.0
E08000007,Jun 1996,54975.0
E08000008,Jun 1996,39325.0
E08000009,Jun 1996,58000.0
E08000010,Jun 1996,42000.0
E08000011,Jun 1996,47000.0
E08000012,Jun 1996,39000.0
E08000013,Jun 1996,44000.0
E08000014,Jun 1996,50250.0
E08000015,Jun 1996,44250.0
E06000010,Jun 1996,34000.0
E06000011,Jun 1996,52500.0
E06000012,Jun 1996,37000.0
E06000013,Jun 1996,40000.0
E06000014,Jun 1996,55000.0
E07000163,Jun 1996,56000.0
E07000164,Jun 1996,64500.0
E07000165,Jun 1996,63500.0
E07000166,Jun 1996,59500.0
E07000167,Jun 1996,59475.0
E07000168,Jun 1996,49950.0
E07000169,Jun 1996,52500.0
E08000016,Jun 1996,39000.0
E08000017,Jun 1996,38500.0
E08000018,Jun 1996,41950.0
E08000019,Jun 1996,43750.0
E08000032,Jun 1996,42000.0
E08000033,Jun 1996,41000.0
E08000034,Jun 1996,44000.0
E08000035,Jun 1996,48500.0
E08000036,Jun 1996,45500.0
E06000015,Jun 1996,41000.0
E06000016,Jun 1996,38500.0
E06000017,Jun 1996,70000.0
E06000018,Jun 1996,38500.0
E07000032,Jun 1996,43000.0
E07000033,Jun 1996,36950.0
E07000034,Jun 1996,41250.0
E07000035,Jun 1996,63000.0
E07000036,Jun 1996,42950.0
E07000037,Jun 1996,51725.0
E07000038,Jun 1996,47000.0
E07000039,Jun 1996,48000.0
E07000129,Jun 1996,52995.0
E07000130,Jun 1996,51000.0
E07000131,Jun 1996,58500.0
E07000132,Jun 1996,48000.0
E07000133,Jun 1996,52500.0
E07000134,Jun 1996,49500.0
E07000135,Jun 1996,50800.0
E07000136,Jun 1996,40000.0
E07000137,Jun 1996,43000.0
E07000138,Jun 1996,38500.0
E07000139,Jun 1996,48000.0
E07000140,Jun 1996,44550.0
E07000141,Jun 1996,50000.0
E07000142,Jun 1996,46725.0
E06000061,Jun 1996,41500.0
E06000062,Jun 1996,51500.0
E07000170,Jun 1996,38000.0
E07000171,Jun 1996,42000.0
E07000172,Jun 1996,47000.0
E07000173,Jun 1996,47000.0
E07000174,Jun 1996,37000.0
E07000175,Jun 1996,46000.0
E07000176,Jun 1996,65000.0
E06000019,Jun 1996,57000.0
E06000020,Jun 1996,46000.0
E06000021,Jun 1996,32000.0
E06000051,Jun 1996,55000.0
E07000192,Jun 1996,45000.0
E07000193,Jun 1996,43500.0
E07000194,Jun 1996,60000.0
E07000195,Jun 1996,42250.0
E07000196,Jun 1996,58950.0
E07000197,Jun 1996,55250.0
E07000198,Jun 1996,47750.0
E07000199,Jun 1996,49950.0
E07000218,Jun 1996,54750.0
E07000219,Jun 1996,45000.0
E07000220,Jun 1996,48000.0
E07000221,Jun 1996,76000.0
E07000222,Jun 1996,64500.0
E07000234,Jun 1996,73000.0
E07000235,Jun 1996,65000.0
E07000236,Jun 1996,52000.0
E07000237,Jun 1996,50950.0
E07000238,Jun 1996,63500.0
E07000239,Jun 1996,51250.0
E08000025,Jun 1996,45250.0
E08000026,Jun 1996,41500.0
E08000027,Jun 1996,49000.0
E08000028,Jun 1996,42500.0
E08000029,Jun 1996,71500.0
E08000030,Jun 1996,46000.0
E08000031,Jun 1996,42500.0
E06000031,Jun 1996,42000.0
E06000032,Jun 1996,44500.0
E06000033,Jun 1996,45000.0
E06000034,Jun 1996,49000.0
E06000055,Jun 1996,53000.0
E06000056,Jun 1996,58000.0
E07000008,Jun 1996,72775.0
E07000009,Jun 1996,59950.0
E07000010,Jun 1996,41000.0
E07000011,Jun 1996,58000.0
E07000012,Jun 1996,75000.0
E07000066,Jun 1996,58500.0
E07000067,Jun 1996,56950.0
E07000068,Jun 1996,79000.0
E07000069,Jun 1996,56500.0
E07000070,Jun 1996,59000.0
E07000071,Jun 1996,54000.0
E07000072,Jun 1996,82000.0
E07000073,Jun 1996,58000.0
E07000074,Jun 1996,61500.0
E07000075,Jun 1996,60000.0
E07000076,Jun 1996,46500.0
